"1256","VCL Vinculin","M33308_at",803,570,360,538,1019,302,366,547,382,192,55,847,632,791,630,993,1821,142,409,461,147,408,125,383,671,269,280,603,812,463,983,753,730,808,357,499,991,1017
"1257","PRKAR1A CAMP-dependent protein kinase regulatory subunit type I","M33336_at",1801,781,1163,1192,2206,442,976,1286,1432,363,511,209,1781,1585,1685,1800,2754,1248,601,3971,497,1167,269,1597,653,720,747,519,262,500,187,171,341,654,540,651,956,481
"1258","Cell adhesion protein (SQM1) mRNA","M33374_at",-255,-220,-132,-261,177,-96,-373,-524,-133,44,-8,-12,14,-143,167,93,-654,-176,-83,220,-12,-338,-186,93,-117,42,-461,-228,-254,-263,-394,-460,-417,30,-285,-223,-216,-632
"1259","PHOSDUCIN","M33478_at",102,10,-6,-13,34,71,-30,77,52,27,-1,12,28,0,41,39,54,33,14,3,29,30,68,46,48,-4,62,52,-16,71,19,42,-12,17,36,36,95,98
"1260","LARGE PROLINE-RICH PROTEIN BAT2","M33518_at",555,463,550,147,491,673,786,535,814,508,742,-12,1222,604,917,612,1584,191,417,407,256,292,613,919,347,584,68,658,423,571,425,620,610,254,233,638,985,623
"1261","LARGE PROLINE-RICH PROTEIN BAT3","M33521_at",1516,1048,1489,797,1545,1004,1097,1401,1951,853,1794,377,2920,901,1526,1397,1920,758,685,3813,361,829,934,1517,700,1609,1092,1027,531,1241,953,997,848,697,1057,1177,1340,826
"1262","GB DEF = Lymphocyte-specific protein 1 (LSP1) mRNA","M33552_at",635,2673,644,-7,1522,736,208,418,714,434,224,1560,2787,4649,1447,1694,4340,3168,292,977,62,-78,216,253,1546,1071,558,714,1817,1671,1192,351,2992,881,536,2435,4728,1927
"1263","COL4A2 Collagen; type IV; alpha 2","M33653_at",-41,-239,-286,-157,-200,-94,-154,-229,-148,-37,-117,-91,-128,-14,-90,-258,-213,-147,-195,-318,-27,-103,-150,-120,-191,-123,-200,-106,-110,-189,-212,-253,-177,-133,-167,-151,-281,-212
"1264","26-kDa cell surface protein TAPA-1 mRNA","M33680_at",5565,5318,2584,11689,10308,2647,9428,4742,5522,3093,4194,4101,7747,3076,10614,6737,4371,3990,4553,12747,11199,7910,4316,14682,3233,5779,7410,1467,1639,2040,2840,3589,3768,947,4576,2584,6414,3197
"1265","ODC1 Ornithine decarboxylase 1","M33764_at",2120,6041,3647,3078,3057,4073,2599,1715,3819,7913,1760,1767,1721,2630,4189,1984,3097,2080,2222,5396,5024,11077,3068,2840,2285,2433,2686,2756,1829,2494,3607,6272,2573,1324,3856,2733,2486,2730
"1266","MX1 Myxovirus (influenza) resistance 1; homolog of murine (interferon-inducible protein p78)","M33882_at",-158,607,-153,-171,21,-222,-332,7,192,357,-9,123,756,-48,258,97,0,-191,331,3849,-313,517,39,90,6639,-637,267,-586,-817,174,2401,193,198,231,2,317,434,5635
"1267","CA1 Carbonic anhydrase I","M33987_at",199,87,142,13,7,69,124,67,172,129,88,53,119,127,50,38,92,100,16,159,67,35,77,91,107,117,122,106,153,97,6,85,149,69,51,130,117,268
"1268","GB DEF = Alpha-2-adrenergic receptor (alpha-2 c2) gene","M34041_at",219,524,57,-158,-19,156,522,326,-321,-190,201,90,611,-10,580,212,410,643,345,326,56,125,127,240,461,556,-424,593,370,293,852,1107,611,356,-700,236,402,589
"1269","LTBP1 Latent transforming growth factor beta binding protein 1","M34057_at",-101,-61,-112,-123,90,-23,-95,-68,-65,-176,-17,-66,-15,-21,-55,-75,-68,-5,-86,-100,-8,-45,-49,32,-48,-40,-208,122,-91,-95,162,86,-42,126,-58,-176,-92,-156
"1270","CDC25C Cell division cycle 25C","M34065_at",42,-22,-49,133,61,35,107,-47,49,-112,0,-96,55,-77,30,-15,-1,106,31,-62,-127,-15,125,7,27,-145,79,-5,-134,149,-96,-45,-27,50,-5,-54,-43,21
"1271","PROBABLE 26S PROTEASE SUBUNIT TBP-1","M34079_at",1081,1380,1778,1006,643,1258,1169,670,1377,1478,1023,725,642,936,1093,1022,702,656,957,1591,948,685,896,912,676,979,766,730,764,936,1331,1051,988,611,753,1089,1043,863
"1272","CLAPB1 Clathrin-associated/assembly/adaptor protein; large; beta 1","M34175_at",1128,755,1206,642,640,666,796,755,1321,597,662,191,763,807,509,532,912,390,579,1933,372,553,697,749,576,676,743,833,993,776,741,995,833,544,938,919,860,948
"1273","PRKACB Protein kinase; cAMP-dependent; catalytic; beta","M34181_at",248,223,939,295,992,158,325,244,329,195,195,99,61,504,398,378,996,93,255,977,127,35,132,662,66,202,-81,262,146,45,110,210,233,134,97,268,706,185
"1274","CAMP-DEPENDENT PROTEIN KINASE; GAMMA-CATALYTIC SUBUNIT","M34182_at",2929,2392,2022,2688,2093,3686,3584,3174,2890,3117,2148,2218,2694,2200,2031,2743,2755,2258,2553,1101,2411,2010,3309,2674,1964,2580,3387,3668,3356,3193,1496,3407,2298,1832,1949,3637,2810,2507
"1275","IVD Isovaleryl Coenzyme A dehydrogenase","M34192_at",255,205,224,252,233,113,154,215,255,184,66,107,138,187,233,97,130,147,213,224,116,79,100,257,135,248,275,249,144,200,137,32,212,37,237,253,125,95
"1276","ERBB3 V-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3 {alternative products}","M34309_at",49,34,21,-7,77,110,218,200,103,79,68,4,21,112,17,70,162,28,37,132,12,41,68,133,154,58,81,183,-4,79,39,147,64,13,65,73,122,123
"1277","ITGA2B Integrin; alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex; antigen CD41B)","M34344_at",427,82,72,9,106,-108,-35,-79,-22,26,14,68,98,47,-5,624,189,155,72,769,652,138,159,5,105,348,835,400,341,80,398,162,685,783,88,-19,91,-3
"1278","GLB1 Beta-D-galactosidase","M34423_at",280,114,233,258,235,94,285,-14,395,48,136,30,270,479,296,253,1043,410,282,272,186,-54,170,252,271,224,192,373,512,715,167,66,208,326,640,483,179,209
"1279","IDO Indole 2;3-dioxygenase","M34455_at",351,261,329,652,316,400,398,395,450,193,245,293,185,313,53,278,643,353,311,355,267,283,579,267,463,283,409,661,365,382,607,134,470,274,272,680,249,543
"1280","FKBP1 FK506-binding protein 1 (12kD)","M34539_at",1703,1845,339,435,1081,782,537,809,2253,983,1145,393,1249,766,1096,610,1657,699,60,4831,500,185,258,728,1543,1018,-75,289,271,1586,478,58,380,743,1946,1603,1616,-489
"1281","PLCG1 Phospholipase C; gamma 1 (formerly subtype 148)","M34667_at",553,382,645,325,260,64,458,586,456,341,296,209,258,547,285,360,726,345,316,414,217,333,558,441,398,361,474,468,406,427,400,557,437,270,335,304,474,523
"1282","PTPRA Protein tyrosine phosphatase; receptor type; alpha polypeptide","M34668_at",58,174,70,172,317,204,267,134,287,71,143,47,411,247,353,359,553,55,164,754,129,126,214,400,122,262,-21,137,-173,69,213,93,97,198,-3,88,168,-84
"1283","FACTOR VIII INTRON 22 PROTEIN","M34677_at",687,971,427,-215,154,385,421,433,240,-111,629,51,1194,727,470,86,1425,192,149,922,-49,218,425,752,164,192,-170,-237,649,431,134,591,-1,344,352,706,945,367
"1284","GB DEF = M1 gene for muscarinic acetylcholine receptor","M35128_at",236,604,331,264,67,74,707,508,172,158,281,57,483,263,224,129,626,396,195,790,257,179,-87,283,398,437,788,-126,-33,380,127,364,350,318,418,129,608,611
"1285","GB DEF = Integrin B-6 mRNA","M35198_at",210,225,187,139,42,119,247,-62,153,82,98,60,-7,146,99,-17,0,15,-34,28,54,73,28,15,69,-33,222,83,-43,237,110,-143,187,-25,198,120,-15,298
"1286","TUMOR-ASSOCIATED ANTIGEN CO-029","M35252_at",-6,6,42,13,-79,8,28,-94,-19,33,-55,35,-57,-27,36,-56,-1,8,14,229,-73,-17,34,-51,69,-70,46,20,-9,-74,45,5,-30,-21,-23,19,0,-4
"1287","GB DEF = Tyrosine kinase arg gene mRNA","M35296_at",137,-99,152,-74,335,261,255,-70,395,-47,171,114,61,74,303,14,101,124,4,215,129,115,9,202,227,276,131,255,43,-15,27,102,276,158,147,30,220,360
"1288","RALB V-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)","M35416_at",119,115,47,172,155,90,-78,230,-1,51,28,38,110,9,147,49,63,83,-25,161,38,34,89,196,76,79,6,143,-33,154,121,29,290,67,154,285,108,104
"1289","FUT1 Fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase; Bombay phenotype included)","M35531_at",244,-194,257,-187,139,181,418,-845,359,324,268,214,60,316,150,293,450,205,-153,199,206,201,110,189,-508,231,691,488,240,310,287,-150,302,209,507,351,380,-150
"1290","INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN 3 PRECURSOR","M35878_at",527,17,1086,104,130,316,591,878,24,164,41,27,29,82,103,60,428,619,55,299,301,317,165,532,123,390,1020,840,529,164,41,148,77,269,112,558,855,726
"1291","LIG1 Ligase I; DNA; ATP-dependent","M36067_at",454,238,358,494,134,266,-95,257,630,880,608,377,307,360,677,78,700,305,30,192,88,3,148,388,172,426,120,323,319,424,133,-55,420,243,106,376,46,-159
"1292","DNA-REPAIR PROTEIN XRCC1","M36089_at",235,519,797,785,509,657,994,797,785,687,572,416,609,512,627,561,836,434,605,873,47,493,889,578,500,603,887,772,391,668,977,730,901,363,816,754,928,1048
"1293","SYNAPTOBREVIN 1","M36200_at",305,72,525,255,262,334,294,209,221,166,193,24,153,99,274,147,374,194,145,164,92,232,-45,302,201,144,14,295,298,273,117,320,213,93,284,392,326,467
"1294","SYNAPTOBREVIN 2","M36205_at",-8,109,-378,-354,-24,-597,-421,-220,-287,-114,-110,-287,-116,21,-128,-139,4,-167,-164,-221,26,-248,-227,-63,-153,40,-536,-203,-322,-184,-312,0,-254,-121,-692,-338,-272,-485
"1295","ARF4 ADP-ribosylation factor 4","M36341_at",775,954,954,689,835,339,675,614,1045,708,912,321,586,725,715,617,1082,515,650,2581,883,483,522,765,423,284,774,566,745,765,1038,1076,722,952,789,703,537,1355
"1296","HPX Hemopexin","M36803_at",-22,68,164,212,29,190,292,-713,-112,183,74,-67,67,36,184,183,-41,-195,-101,-60,-158,57,-13,-57,95,68,-89,46,-312,15,-5,-304,266,27,-55,342,331,-38
"1297","CD53 CD53 antigen","M37033_at",6095,3794,4758,5558,3868,2665,5292,4808,3739,1895,1559,1570,4313,4573,5622,5218,4451,2836,3735,12240,2033,2936,1065,5006,2630,2746,2149,1600,1870,5329,3049,2978,2480,1056,3948,2880,3777,4027
"1298","ATP5 ATP synthase; H+ transporting; mitochondrial","M37104_at",712,1129,1717,803,1200,928,591,617,1311,1035,924,623,999,1214,1047,977,775,646,657,2055,1532,304,847,896,721,620,610,712,562,896,656,646,772,684,930,1030,854,424
